created_at,tweet_id,full_text,user_id,user_name,user_screen_name,is_retweet,retweeted_status_id,retweeted_status_text,is_quoted,is_politics
2019-11-27 05:02:08 AM,2200090,"affection
beauteous
affirmation
.",63390,ytryta4u,lKHM5O4uJaOQvQP,True,1199478476790648832,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 01:02:08 AM,1258731,"bashing
blackmail
awfully
.",63831,WsOZEXtO,Kvu8rbvfrSFEPOY,True,1199478476790648832,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 12:02:08 AM,1199478476790648832,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,997921535259099136,Raúl Reyna 🏹,Newromantics893,True,1199424677170622472,i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 02:02:06 AM,4232760,"agreeable
bonny
attractively
.",61500,WiCU2Lwg,aUwtm13CRWm3TRN,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 05:02:06 AM,4005801,"amusingly
admiring
charmingly
.",95711,X05QQjN7,z8JS43itsPJZO52,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 08:02:06 AM,5490632,"autonomous
appreciated
calming
.",76892,IP0xzloE,zV1E3oJAwTgIxk3,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 05:02:06 AM,9168013,"adaptable
classic
amusingly
.",25493,gIyy7JYD,OM9PeZOLK5hwcJB,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 04:02:06 AM,1368774,"bargain
auspicious
afordable
.",71444,xaJVjim1,N1JlALm7vWakgRP,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 04:02:06 AM,3446465,"charm
breeze
cheapest
.",83975,8wo2G2cV,y9c0JoAjH5JLR8V,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 02:02:06 AM,8883216,"adaptable
adventuresome
compact
.",99076,PvMaA5Pi,LquuC5bxpewobj8,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 08:02:06 AM,4200187,"alluring
amusing
beneficent
.",10207,WFO5MScF,1Qq6rPp8XFSGKcP,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 05:02:06 AM,5128098,"advantage
breeze
advantage
.",50668,AmGEryui,aPPMTv7y33NTm0Z,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 05:02:06 AM,3705519,"bestial
chaotic
avaricious
.",25409,inOkSrsF,jpERUVmuAutoA0U,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 03:02:06 AM,96913810,"baffled
backaches
avalanche
.",141210,wS6iujam,sxYZ2XA3Fuldr4v,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 08:02:06 AM,89900011,"ailment
back-woods
cheap
.",879711,gr8WAvTt,B2xp8dwJK3bWfgL,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 01:02:06 AM,26042612,"breakup
adverse
accusing
.",728712,gjkgafva,ZvAw9iSkt4liC6j,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 06:02:06 AM,91183713,"bemoaning
cancerous
addict
.",778713,jHCzCMOK,5dpPmpXqNvmWkBp,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 03:02:06 AM,23397614,"cheerless
bother
blindingly
.",969214,eEfCV9Vt,VaqUETmNkfEDss7,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 08:02:06 AM,97960915,"arbitrary
befoul
bicker
.",506915,6u016j2N,CVuWYKyDl2ddACd,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 01:02:06 AM,49860416,"chaotic
bulkier
bedlamite
.",459016,RDNdH6GX,Mj1E6anLRAmUOpx,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 09:02:06 AM,14851517,"chastisement
cancerous
bitterly
.",554317,qBV8jy7E,zbxYPA1Ok9pYAWc,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 05:02:06 AM,87508318,"bull****
baffled
archaic
.",575218,k5BRQf3t,LEUrviSUXY5mEub,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 07:02:06 AM,68433619,"bitchy
antithetical
befoul
.",714619,A62en5l3,Sufw50fxWkSsQwn,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 03:02:06 AM,87448020,"bruise
bemoan
adamantly
.",568820,LqLckqoc,yEkyR0sBCyXWNtJ,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 01:02:06 AM,86572221,"anti-american
ache
bull****
.",174421,gA0DtpHq,0PDpk0Kl5U7ppHl,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 06:02:06 AM,65096322,"appalling
battering
catastrophically
.",947922,sFfhJZ3G,Zsj1opod0h6gzDC,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 05:02:06 AM,52826123,"calumniate
brashly
breach
.",862423,pKyl2Ury,juxMXEsotDQvym5,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 05:02:06 AM,29177024,"allegation
anti-us
backwardness
.",345024,lfCPy9N6,QF9g6YydRv0AdSq,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 07:02:06 AM,72934025,"clamor
annoyances
cackle
.",269925,q1YKcke8,34akpnc0nPVoV1R,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 09:02:06 AM,52506926,"adversity
chilly
bum
.",770526,cWqvLgCq,rxxmOq43RlDnoZh,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 02:02:06 AM,55757227,"apathetic
ache
aggressiveness
.",158927,vh0Gp3fl,SGeqnM9mdQ2JuSz,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 09:02:06 AM,66760528,"cheating
aghast
capsize
.",186628,0SFKMc1X,W9fE93hX2QuH62G,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 06:02:06 AM,72983229,"cloud
bereave
broken-hearted
.",386329,0jVxCOsu,QV1RYle7ROpzP0f,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 01:02:06 AM,30195530,"backwoods
aweful
calumnious
.",265730,a5l8i5aJ,fGBy3YNhGiKRKTH,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 07:02:06 AM,32436031,"belligerence
biting
bemoaning
.",233931,5mcGZOTQ,D2G70zxlAm3JRGo,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 04:02:06 AM,11640432,"asunder
bump
bulkier
.",429732,tdrqDUBO,ElO5JcXTV69jdti,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 10:02:06 AM,29243933,"cancerous
bother
anti-white
.",760833,A2o5tPfV,UKKl043qupbGRay,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 09:02:06 AM,57753134,"avenge
burn
autocrat
.",274034,5YvchM0i,St7ixWMd68z07DL,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 06:02:06 AM,14097835,"argumentative
anti-proliferation
blow
.",832935,xBnpau6C,GQqxBBpBCpWRhyh,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 06:02:06 AM,13686536,"awful
assassinate
baffled
.",782136,2Sxg0yi5,8x9BcsEkh2aMcSx,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 08:02:06 AM,37109137,"antithetical
choleric
clueless
.",550537,6dxTmJCf,NaOfGqZwpqLTgFa,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 04:02:06 AM,53071138,"backwardness
admonishment
clouding
.",887838,sKfAcMyj,wXlSGgJloiElxYp,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 03:02:06 AM,97227439,"brutality
apocalyptic
adamantly
.",239939,CPR4nCck,PEkzp1i3GgRrVzd,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 02:02:06 AM,17728540,"bristle
befoul
bickering
.",779440,Qu9PMKRg,ThOTNodtpbtaoPa,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 08:02:06 AM,66443041,"batty
askance
bruise
.",672441,D9QcgQ8f,Sq0de1Yggp8wkqy,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 01:02:06 AM,91245142,"appal
cackle
blotchy
.",168042,gpnduuEF,PbItXvUOlC0Ez0A,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 08:02:06 AM,96908543,"addicts
burdensome
bash
.",401643,q4wMm9KJ,STIAsvMdDrdenrJ,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 04:02:06 AM,92931644,"butcher
cataclysm
brash
.",340544,9hcBaA4i,LkFFyDCbbj9pHwz,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 02:02:06 AM,64416045,"adulterier
brazenness
beggar
.",366145,J88TVcxr,6QGTptJfck3UfZ1,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 03:02:06 AM,44720246,"coercive
bluring
asinininity
.",691846,W1ZOddpF,OEPdKizJv3uBaj3,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 01:02:06 AM,71317047,"ambivalent
adamantly
brash
.",849647,PGrxORsr,FsHyEvRtAdljAoy,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 06:02:06 AM,40738348,"bristle
annoy
bothered
.",275548,kP4RJp0j,TjV9JAbITYsKgDh,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 05:02:06 AM,43395249,"break
cataclysmal
chatter
.",730049,l4suuLdB,uH0rwiLjN0jk1Ce,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 08:02:06 AM,71024850,"bogus
banalize
aggressor
.",782650,DxZggTWJ,khgzOfvvAyxtAYm,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 03:02:06 AM,40016351,"calumnious
coerce
addicts
.",200051,I7PcVfai,HBF0qovRA1ghwsR,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 07:02:06 AM,48105252,"cliche
broke
bruises
.",477252,fmka05op,Dx8ItOwVyaHKqGh,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 02:02:06 AM,65221453,"bump
clamor
anarchism
.",790453,ugSOGg3B,uLwt79y3fSRbI58,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 02:02:06 AM,99315354,"bewilderment
annoyances
boredom
.",364154,airc2Bwu,FVomx8CXhKq1Nyp,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 07:02:06 AM,77020855,"brutalizing
barren
annihilation
.",250155,mQLqTXHc,I3WYi6s77X4pV0k,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 09:02:06 AM,83651356,"bitterness
annihilation
blasphemous
.",784056,4N0VlLbo,jsz8b0YGKSgvdoG,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 09:02:06 AM,21561857,"arduous
adamant
bankrupt
.",992957,WhzrDsSh,JyexHbOidvYkoyL,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
2019-11-27 09:02:06 AM,13873258,"bashful
adamant
blur
.",956858,uW2ZwsW2,DNyrifFFMnDymyq,True,1199478466028220419,RT @ArianaGrande: i love u ! https://t.co/7w9VrwDLHv,True,False
